adult,backdrop_path,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,softcore,status,tagline,title,video,vote_average,vote_count,certification
False,/lSCKo6QGJ88Gn3espNnvL87CinA.jpg,0,https://www.netflix.com/title/80223052,483906,tt4139588,en,Polar,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",9.5356,/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,2019-01-25,0,118,False,Released,"If the job doesn't kill you, retirement will.",Polar,False,6.368,2469,NC-17
False,/h3KN24PrOheHVYs9ypuOIdFBEpX.jpg,129000000,https://www.howtotrainyourdragon.com/,166428,tt2386490,en,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",9.4596,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,2019-01-03,539987993,104,False,Released,Fly on your own. Find your way home.,How to Train Your Dragon: The Hidden World,False,7.75,7072,PG
False,/jXDselREPq8TOVGM4dzBBUM7xVk.jpg,170000000,https://family.20thcenturystudios.com/movies/alita-battle-angel,399579,tt0437086,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",9.3584,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,405000000,122,False,Released,An angel falls. A warrior rises.,Alita: Battle Angel,False,7.246,9948,PG-13
False,/rzsMWXQ7GaN60wIpg3yf01iBmXy.jpg,20000000,https://www.glassmovie.com,450465,tt6823368,en,Glass,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",7.8784,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,2019-01-16,246999039,129,False,Released,You cannot contain what you are.,Glass,False,6.665,9054,PG-13
False,/ridcUDnFumpMB5AAsIvFafTSx5i.jpg,25000000,,452832,tt6476140,en,Serenity,"The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.",4.8778,/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg,2019-01-24,14500000,102,False,Released,"On Plymouth Island, no one ever dies… unless you break the rules",Serenity,False,5.456,1621,R
False,/mWLljCmpqlcYQh7uh51BBMwCZwN.jpg,9000000,https://www.escaperoom.movie/,522681,tt5886046,en,Escape Room,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",4.3626,/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg,2019-01-03,155712077,99,False,Released,Find the clues or die.,Escape Room,False,6.543,5032,PG-13
False,/3MUwpoEnsSNinnzVQ6mynvXBw7T.jpg,8120000,,567646,tt9541602,ko,극한직업,"A drug squad attempts to take down a criminal organization and they must go undercover to do so, so they begin working at a chicken restaurant, that becomes famous for its delicious chicken. Due to the unexpected popularity, the detectives find themselves in a situation they never expected.",4.2838,/52oLgq2gEiZyDjpJ7tgkGruoQI0.jpg,2019-01-23,124652206,111,False,Released,"Part-time frying chicken, full-time undercover.",Extreme Job,False,7.192,349,NR
False,/8GXkzHTvuj3ftethkrqW330LJKz.jpg,0,http://loveyourselfinseoul.film/,568300,tt9448868,ko,러브 유어셀프 인 서울,Shot at the Olympic Stadium in Seoul during the BTS World Tour ‘Love Yourself’ to celebrate the seven members of the global boyband and their unprecedented international phenomenon.,4.1612,/1u0rtWPgYfAWmqveXOsQDvMRODD.jpg,2019-01-26,10195760,113,False,Released,,BTS World Tour: Love Yourself in Seoul,False,8.245,455,NR
False,/f5xCw22fOR6DgDRCpDFGkPbKbmY.jpg,0,http://finecut.co.kr/html/fulltitle-view.php?no=213,560527,tt9759978,ko,내안의 그놈,"Dong-hyun is a high school student. One day, he falls from the rooftop and bumps into Pan-soo who is a passerby. Pan-soo is a member of a criminal organization. When the two men wake up in the hospital, they discover that they have switched bodies.",3.4357,/3H97tUK5UmgOpjCh6Q7XZ4HW1cG.jpg,2019-01-09,14651772,122,False,Released,A body swap that changed everything.,The Dude in Me,False,7.788,151,NR
False,/jIAyjJMrEIDjojxQDdZemDwqr82.jpg,11936735,https://gkids.com/films/white-snake/,573699,tt9288776,zh,白蛇：缘起,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. As they set off an a journey to discover her real identity, the pair develop feelings for each other.",3.4109,/30SLnoKmYNyRPkKCYowsrGLRnJA.jpg,2019-01-11,62098770,99,False,Released,The legend begins.,White Snake,False,7.694,551,G
