adult,backdrop_path,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,softcore,status,tagline,title,video,vote_average,vote_count,certification
False,/gTK2lEyMSFxKsA52uEYLQlmpAWu.jpg,8200000,,69537,tt2180477,ta,நண்பன்,"The plot of the film illustrates the embankment of two friends on a quest for a lost buddy, who was once an optimistic and successful student. On their journey, they recount their college life and special moments that the three shared up until their lost friend secretly parted ways after convocation. During their quest, the two encounter a rival classmate who once made a long forgotten bet with them, a funeral that goes impossibly out of control, and a wedding they must crash.",6.0595,/dmhPnvYQVtx4xS1dkA9trCpQXvY.jpg,2012-01-13,0,181,False,Released,,Nanban,False,7.1,64,NR
False,/fZvAroq9Vb5hhyKT6TxsjxJW7nm.jpg,79000000,http://www.themysteriousisland.com/,72545,tt1397514,en,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",5.7233,/uFm2vnp9LhHx5MNo1Ego6O3vUhl.jpg,2012-01-19,355692760,94,False,Released,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,False,6.144,4496,PG
False,/6qvKbLYkfXXKM82M38UmDz3IfBk.jpg,0,,82881,tt2112281,en,Tangled Ever After,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",4.5555,/5IeMW79OxftIUoR5duxyQ4LW5Iy.jpg,2012-01-13,0,6,False,Released,,Tangled Ever After,False,7.1,1108,G
False,/3se6YngJYOQ8rpbp7ZeNcnSKmmM.jpg,25000000,,77866,tt1524137,en,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",4.1661,/c9NQDANheSz887myHeMocUKQ5Je.jpg,2012-01-12,96262212,109,False,Released,What would you hide to protect your family?,Contraband,False,6.334,2201,R
False,/g8ArhdKmms7TKGX1SgvXf5d1RXG.jpg,25000000,http://www.thegreythemovie.com/,75174,tt1601913,en,The Grey,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",3.9733,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,2012-01-26,79781695,117,False,Released,Live or die on this day.,The Grey,False,6.574,4099,R
False,/wJJJS5ey53DqJ3cTuu7GFJsRsWu.jpg,70000000,https://www.sonypictures.com/movies/underworldawakening,52520,tt1496025,en,Underworld: Awakening,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",3.8453,/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg,2012-01-19,160112671,88,False,Released,Vengeance Returns,Underworld: Awakening,False,6.334,4344,R
False,/k0q6OmVjVsMIocC3ovjh1Vzgx7J.jpg,58000000,http://www.redtails2012.com/,72431,tt0485985,en,Red Tails,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",2.7834,/dXmhYTdeMiuQFW4VpiWbfjtxtl9.jpg,2012-01-19,50365377,125,False,Released,High-Octane Action and Daring Dogfights!,Red Tails,False,6.577,682,PG-13
False,/zB2NdJ75xpZRJhFtU7dUVAgD0cW.jpg,42000000,http://www.manonaledge.com/,49527,tt1568338,en,Man on a Ledge,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",2.7696,/pziTpiYy5dtVdvXctYIZv09r5Nk.jpg,2012-01-13,46221189,102,False,Released,You can only push an innocent man so far,Man on a Ledge,False,6.431,2797,PG-13
False,/e0F2dA9PlyfH1i0paPZIKOb5Pjg.jpg,0,,98631,tt1900893,ja,ヒミズ,"Two 14-year-olds from troubled, abusive homes come together sharing misery and pain. In the aftermath of an earthquake, the classmates learn how to survive while relying on one another for emotional and physical support.",2.5092,/s6T399aAmPNQEK8Uf4MImlQdiil.jpg,2012-01-14,1234841,130,False,Released,All hopes ruined by his parents.,Himizu,False,7.0,176,NR
False,,0,,131290,tt4152230,zh,恐怖旅馆,"Yang Chen and Lin Xin Ya are both TV reporters of the same station and also a pair of lovers. During their cold war period, both of them have been assigned a case to interview a murder in a motel. Unexpectedly, a series of murder happened. When both of them is getting close to the truth, they are slowly suck into the supernatural world.",2.4338,/uPhdZ3ZwVIWEo0pJvH0InorddP9.jpg,2012-01-01,0,85,False,Released,,Love Motel,False,3.7,3,NR
