adult,backdrop_path,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,softcore,status,tagline,title,video,vote_average,vote_count,certification
False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,24000000,https://www.paramountmovies.com/movies/scream,646385,tt11245972,en,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",11.0395,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,2022-01-12,138874789,114,False,Released,It's always someone you know.,Scream,False,6.685,3851,R
False,/lD8dFIk9wDEvOwZw0RB47e346io.jpg,30000000,https://redeeminglovemovie.com/,698508,tt11365186,en,Redeeming Love,"A young couple's relationship clashes with the harsh realities of the California Gold Rush of 1850. Angel, experiencing love for the first time and facing demons unsurmountable, runs from the new life she doesn't believe she deserves. When Michael sets out to find her, Angel discovers that she indeed has the power to choose the life she wants.",9.7808,/2iu0lBF7sfAioLfSnSJtdKxlms6.jpg,2022-01-21,9464198,134,False,Released,Never look back. Never look forward.,Redeeming Love,False,7.832,739,PG-13
False,/qBLEWvJNVsehJkEJqIigPsWyBse.jpg,75000000,https://www.hoteltmovie.com,585083,tt9848626,en,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",9.1002,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,2022-01-31,18500000,92,False,Released,Change can be scary.,Hotel Transylvania: Transformania,False,7.036,3007,PG
False,/qw02SUqrrdTjAOPCFJBPyKaVf4z.jpg,0,https://www.disneyplus.com/movies/the-ice-age-adventures-of-buck-wild/43OJuKxe9b9Y,774825,tt13634480,en,The Ice Age Adventures of Buck Wild,The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,6.7074,/zzXFM4FKDG7l1ufrAkwQYv2xvnh.jpg,2022-01-28,0,82,False,Released,Disney+ gets wild.,The Ice Age Adventures of Buck Wild,False,6.568,1818,PG
False,/8rft8A9nH43IReybFtYt21ezfMK.jpg,0,https://www.hbomax.com/feature/urn:hbo:feature:GYbzrRAvf-ZPCKQEAAAAX,899082,tt16116174,en,Harry Potter 20th Anniversary: Return to Hogwarts,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",5.1276,/jntLBq0MLR3hrwKaTQswxACRPMs.jpg,2022-01-01,0,103,False,Released,Welcome back to where the magic began.,Harry Potter 20th Anniversary: Return to Hogwarts,False,7.308,3512,PG-13
False,/oSNqhngemquRBzxKSC3ysAmnC5e.jpg,75000000,https://www.the355movie.com,522016,tt8356942,en,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",4.9705,/xef9Ht77B2igqZv754HNdW8qZCk.jpg,2022-01-05,55700000,122,False,Released,Work together or die alone.,The 355,False,6.029,1135,PG-13
False,/x2KkEHansZHktiIo89wfGgaa23J.jpg,0,https://www.lionsgate.com/movies/shattered,844398,tt14923008,en,Shattered,"Chris, a wealthy divorcee, lives in a high-tech house of his own design in Montana. His life changes when he meets Sky, a mysterious young woman who draws him out of his shell and moves in after Chris is injured.",4.1169,/h6buNalHVFyBRQFLQKqzkvshQWc.jpg,2022-01-14,0,92,False,Released,She'll love him to death.,Shattered,False,5.743,210,R
False,/wdcSkdKRwiABA5SdNth1uAnErzw.jpg,0,https://dizify.org,928270,tt17291716,en,Heatwave,A woman's life takes an unexpected turn when she falls for her boss's wife. She must soon defend herself as she becomes entangled in a web of malice.,3.7072,/rtbZAMcriHlHmB24GhBRlLa29dA.jpg,2022-01-17,0,100,False,Released,,Heatwave,False,6.271,166,R
False,/etP5jwlwvkNhwe7jnI2AyA6ZKrR.jpg,6000000,,575322,tt5656994,en,Звёздный разум,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",3.1513,/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg,2022-01-06,211674,98,False,Released,Love over space,Project Gemini,False,5.703,493,NR
False,/e2rPSd0yZGwAQzZYEcI21hDMy0C.jpg,0,,606403,tt16529222,ko,특송,A black-market cabbie drives criminals at breakneck speeds until she is left in charge of a fugitive's son.,3.1241,/iFUBAfMDlFOck29BEwS1awH5TB3.jpg,2022-01-12,0,109,False,Released,Deliver anything you want.,Special Delivery,False,7.012,215,NR
