adult,backdrop_path,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,softcore,status,tagline,title,video,vote_average,vote_count,certification
False,/96SADhPnkXnVN3KaRKsDeBovLcm.jpg,15000000,https://www.paramountplus.com/movies/video/lrvk9FiYs_320OdwKvgl7jMsgua2CFNF/,877703,tt15486810,en,Teen Wolf: The Movie,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",8.4109,/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,2023-01-18,0,140,False,Released,The pack is back.,Teen Wolf: The Movie,False,7.471,958,R
False,/6JU2ysRVOHqav0Hs6BUv4mvvDxZ.jpg,25000000,https://www.plane.movie,646389,tt5884796,en,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",8.2729,/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg,2023-01-11,74515586,107,False,Released,Survive together or die alone.,Plane,False,6.897,2642,R
False,/lkOrEPIbNTt6s7I2qcYNtABjcaU.jpg,0,,1078023,tt26748976,zh,狙击之王：暗杀,"The genius sniper Anna is forced to accept an assassination assignment. In the process, she gradually finds her true calling to fight for kindness and to defend a greater love. Tai, a special agent for the UN army, stands up for justice when drug lords try to harm innocent citizens. The two join forces to block the bill to legalize drug cultivation and distribution in Libiwala. They fight to the death with the drug lord Luo Jie and eventually foil his plans, protecting the people from the drugs. This is the exciting story of them working together to save a nation.",7.8553,/r5C85R0Bc6RL51PnPv2HIvpSMJ7.jpg,2023-01-24,0,98,False,Released,,The King of Snipers,False,5.636,11,NR
False,/94cS0mzODEoNIXFT7nhPcI8V4IJ.jpg,73800000,https://trinitycineasia.com/in-cinemas/the-wandering-earth-ii/,842675,tt13539646,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",7.5045,/hEA7bpWw5IRKOW2MVjvx46SWevU.jpg,2023-01-22,665000000,174,False,Released,,The Wandering Earth II,False,7.296,713,NR
False,/sNnPbPopZxGO3s7Hd5qcqoMyLXl.jpg,50000000,https://www.operationfortune.movie,739405,tt7985704,en,Operation Fortune: Ruse de Guerre,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,6.9949,/uo7vWfQUlVwueYTDRicXOJa8Oow.jpg,2023-01-04,48983306,114,False,Released,"In this operation, everyone has a part to play.",Operation Fortune: Ruse de Guerre,False,6.467,1927,R
False,/pHxggyWVzyYlnSVov6vURcaOy3k.jpg,0,,997265,tt15520368,pt,Regra 34,"Simone is a young law student who studies criminal law and advocates for women's rights. On her free time, she's a cam girl that makes live sexual performances on the Internet. One night, she watches a video that awakens her interest in BDSM-related activities, leading her into a series of conflicts dominated by violence and eroticism.",5.2961,/bhfHqvpIzxQoXhmpUhn03g8EzFS.jpg,2023-01-19,0,101,False,Released,,Rule 34,False,5.3,21,NR
False,/e5H1SGeouEonsXHlQ6rEY8aAAWa.jpg,0,,990140,tt22488024,cn,天龍八部之喬峰傳,"Qiao Feng is the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story—and the unknown enemies working to destroy him from the shadows.",4.5711,/jGKCpt3zzbGZbgoza6HCvecqElM.jpg,2023-01-16,159959,130,False,Released,"When a warrior belongs nowhere, the enemy is everywhere.",Sakra,False,6.472,199,R
False,/tVH1qEFyKiCpP6kNDFyXKW2Tiif.jpg,7000000,https://www.missing.movie,768362,tt10855768,en,Missing,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",4.4256,/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg,2023-01-19,48767848,111,False,Released,No one disappears without a trace.,Missing,False,7.397,1267,PG-13
False,/1xhcEecvRJXQ2OAVO7l9btlrN6D.jpg,4500000,https://neonrated.com/films/infinity-pool,667216,tt10365998,en,Infinity Pool,"While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.",4.2149,/cQKyNm0Nz6KWiDBQF9w4aZAmOfC.jpg,2023-01-27,5078400,118,False,Released,Find out what kind of creature you really are.,Infinity Pool,False,6.066,1019,R
False,/jskfWPRW0Vioi5GpYS9iV3daoou.jpg,0,,984105,tt20141822,en,The Mummy Resurrection,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",3.6852,/d0pt6KlVvmtG0uhccWjgWfIqJee.jpg,2023-01-02,0,88,False,Released,An ancient evil has awoken.,The Mummy Resurrection,False,6.396,67,NR
False,/9wRAIQeOv2qzcgpfvA4dYZKeezl.jpg,30270000,https://www.yashrajfilms.com/movies/pathaan,864692,tt12844910,hi,पठान,"A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.",3.4444,/arf00BkwvXo0CFKbaD9OpqdE4Nu.jpg,2023-01-25,127180000,146,False,Released,There is a storm coming. Fasten your seatbelt.,Pathaan,False,6.414,251,NR
False,/xVFpOIVdVn5ZUq1QIf0UJcZWjO2.jpg,12000000,,816904,tt23177868,es,Momias,"Through a series of unfortunate events, three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family, stolen by ambitious archaeologist Lord Carnaby.",3.0884,/18nabcSr5luPtdycpTZItffddbP.jpg,2023-01-05,53400000,88,False,Released,Discover a new world.,Mummies,False,6.9,506,PG
False,/qHdPNd1cUaSNYLLNgt1Pv3LVd0T.jpg,0,https://www.netflix.com/title/81465109,843794,tt22352848,ko,정이,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",2.9586,/z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,2023-01-12,0,98,False,Released,AI Combat Warrior Will be Unleashed.,JUNG_E,False,6.091,676,NR
False,/gGkm2TDZjXQjtcLy8F5V0lrhYNw.jpg,0,,872954,tt8593824,en,The Old Way,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he killed years ago arrives to take his revenge.",2.926,/8HCCYAIocXxMKn7J9yQfDX1vBM5.jpg,2023-01-06,0,95,False,Released,You can outnumber him. But you can't outfight him.,The Old Way,False,5.742,289,R
False,/8fWHHZN1XjsTaGHpIdFRvrpdbSv.jpg,0,http://www.megaboxplusm.co.kr/library/MovieDtl?mcode=DE200050,606400,tt21111120,ko,교섭,"A group of Korean tourists is taken hostage by an extremist Taliban group in Afghanistan. The Korean government dispatches Jae-ho, known as one of Korea's most skilled diplomats, in order to handle the situation. Once he arrives, he asks for the Afghan government's cooperation and uses every means possible to free the hostages. However, his efforts go in vain. Due to his failure, he's forced to work with Dae-sik, a special agent who is an expert on the Middle East. As they begin making their move to get to the Taliban, the first hostage death occurs. With nowhere else to turn, the two become unlikely allies in a race against time to save the rest of the hostages.",2.8003,/nBwFfruuNu5JAkeum499yykZibo.jpg,2023-01-18,13325763,108,False,Released,Only 24 hours left to accomplish the mission impossible.,The Point Men,False,5.729,59,NR
False,/sp7MPK2K60LLd7A6zjHKsfgjFil.jpg,0,http://devilconspiracy.com,296271,tt9663168,en,The Devil Conspiracy,"A powerful biotech company has breakthrough technology allowing them to clone history’s most influential people with just a few fragments of DNA. Behind this company is a cabal of Satanists that steals the shroud of Christ, putting them in possession of Jesus’ DNA. The clone will serve as the ultimate offering to the devil. The Archangel Michael comes to earth and will stop at nothing to end the devil’s conspiracy.",2.5913,/gZCWgbIq2IBDRMJmdx5NeYbbigL.jpg,2023-01-13,0,111,False,Released,The war of angels has come to earth.,The Devil Conspiracy,False,6.465,463,R
